# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,91.05258994090231,0.0,0.04082808206012372,24.492945775101386,0.0,0.0
 0.06163105402969571,0.00949596705202818,0.15407763507423927,2.5,91.05258994090231,0.0,0.04082808206012372,24.492945775101386,0.0,0.0
 0.08692466522849693,0.018889743562715652,0.3713892981454814,8.591563354209443,91.07468411050613,0.0,0.0416321598880199,24.01989237862628,0.8735079158985293,34.53472535151204
 0.10617382938750411,0.02818220511701707,0.4827462365400025,5.785027208176949,91.09697069212373,0.0,0.04244991694149542,23.557172123050382,1.1577947714253736,14.768789604499226
 0.12226892866222022,0.03737422729051773,0.5711068951243105,5.4899107533380835,91.11944968282556,0.0,0.04328135818839281,23.104635387070175,1.396635728563428,14.839359053426362
 0.1363329536817014,0.046466685648942324,0.6465047058598035,5.36104071423747,91.142120968483,0.0,0.04412647140937382,22.662133818104685,1.612005498142876,15.313522926837955
 0.14894355407019597,0.05546045574765345,0.7131912693797434,5.288135494387898,91.16498431775395,0.0,0.044985220317578664,22.229523228748857,1.8130262292529005,15.940615428067026
 0.16044489786979899,0.06435641313112556,0.7734711298499882,5.241114561963222,91.18803937564364,0.0,0.04585754850038555,21.806660685134368,2.0045534062263894,16.652591237216978
 0.17106189912708364,0.07315543333241134,0.8287669924922072,5.2082373640371165,91.2112856570319,0.0,0.0467433739769565,21.39340648565461,2.189533638070555,17.42302062150035
 0.18095125517395635,0.08185839187257565,0.8800328857525992,5.183946560059759,91.23472253974015,0.0,0.04764258872344686,20.989623502718256,2.369909890712023,18.239433567416956
 0.19022740523921897,0.09046616426011506,0.9279466510329373,5.165264139027447,91.25834925764183,0.0,0.04855505683198529,20.59517721213452,2.547039206507546,19.09513263038271
 0.19897700971757437,0.0989796259903692,0.9730110373919848,5.150448396899185,91.28216489305908,0.0,0.0494806134803008,20.20993535979742,2.72190994189128,19.986130323527846
 0.2072676072567891,0.10739965254488643,1.0156115424359076,5.138411898831331,91.30616836947614,0.0,0.05041905917284772,19.83376953885193,2.89526494363557,20.909832002375783
 0.21515307982067333,0.11572711939080256,1.0560517176936566,5.128440297030089,91.33035844341,0.0,0.05137016399442632,19.46655261035375,3.0676758733087146,21.86437506140004
 0.22267725701576524,0.1239629019801629,1.0945758420910947,5.120044810024913,91.35473369643508,0.0,0.052333657339737924,19.10816195222575,3.239590508441755,22.848296986570453
 0.229876380473725,0.1321078757492519,1.131384093723724,5.1128796231341305,91.37929252669586,0.0,0.0533092324605659,18.75847679367216,3.4113639534321254,23.86032771815404
 0.2367808405406876,0.14016291611788628,1.1666430525360318,5.106693133184973,91.40403314025761,0.0,0.05429654155479765,18.417379290921705,3.5832799845009564,24.899272267709687
 0.24341643205723712,0.14812889848868882,1.2004931814948148,5.10129788344549,91.42895354215057,0.0,0.05529518947157038,18.084755826980984,3.7555660005315055,25.96392734556651
 0.2498052827674732,0.1560066982463431,1.2330542870617767,5.096551327266597,91.45405152705574,0.0,0.056304738709101965,17.76049446151403,3.928403721338578,27.053022311220214
 0.2559665530938119,0.16379719075681803,1.264429589653212,5.092343125622945,91.47932466979663,0.0,0.05732469883682433,17.444487634318254,4.101937003617459,28.16517910877046
 0.261916972620395,0.17150125136658184,1.2947088142855205,5.088586526889087,91.50477031559886,0.0,0.05835452902691104,17.13663046682864,4.2762776117804755,29.29887672359256
 0.26767125762903987,0.1791197554017796,1.3239705756235887,5.085212375491835,91.53038556985035,0.0,0.05939363234455585,16.836821735346554,4.451509477376093,30.45241334629064
 0.2732424404571158,0.1866535781674012,1.3522842452153834,5.082164858978978,91.55616728787668,0.0,0.060441352877213854,16.54496387649516,4.627691968100764,31.623893194960402
 0.2786421324540902,0.19410359494640686,1.3797114322780182,5.079398431985223,91.58211206414136,0.0,0.06149697326625897,16.260962887886738,4.80486225496334,32.81118385305126
 0.2838807362248129,0.2014706809988545,1.4063071716972577,5.0768755537261026,91.60821622140242,0.0,0.06255971156871695,15.984728428640182,4.983037160958839,34.01190733135322
 0.2889676186433224,0.20875571156098147,1.4321208871703353,5.074564998622743,91.63447579953203,0.0,0.06362871594509525,15.716174452787834,5.1622144899728,35.2234068477766
 0.2939112531661717,0.2159595618442737,1.4571971795237344,5.07244057737221,91.66088654388506,0.0,0.06470306392552155,15.455218645458283,5.342373962103191,36.44271664859133
 0.29871933786382904,0.22308310703451104,1.4815764775749911,5.070480156710898,91.68744389389038,0.0,0.0657817564345361,15.201783202538353,5.523477990780852,37.66656372877554
 0.30339889405914816,0.23012722229078544,1.505295579807442,5.068664899499827,91.71414297074097,0.0,0.06686371469654696,14.955794851338748,5.705472001231788,38.89129713475434
 0.3079563493383448,0.23709278274450155,1.528388108493722,5.066978669366233,91.74097856546823,0.0,0.06794777793627828,14.717184731748024,5.888284817573956,40.11291502445463
 0.31239760786430204,0.2439806634983454,1.5508848930066088,5.065407559907355,91.76794512640578,0.0,0.06903269635468108,14.48588933658522,6.071828689987404,41.32699579200662
 0.31672811029351217,0.2507917396252478,1.5728142953945254,5.063939518887767,91.795036746569,0.0,0.0701171321654442,14.261849695170927,6.255999299405442,42.528693247178374
 0.3209528851201088,0.2575268861673042,1.59420248853406,5.062564045990689,91.8222471509795,0.0,0.07119964996443212,14.045012868736734,6.440675663754013,43.712711784297106
